0.809175 0
0.787799 0.408308
0.761324 0.300003
0.785137 0.235029
0.792795 0.20103
0.782647 0.182982
0.784446 0.166713
0.781619 0.155193
0.777671 0.146164
0.782171 0.136792
0.783198 0.129613
0.784687 0.123317
0.785142 0.11802
0.782536 0.113898
0.779754 0.110261
0.777846 0.106867
0.780566 0.103004
0.779165 0.100175
0.778268 0.0975129
0.778465 0.094901
0.781801 0.0919482
0.780808 0.0898929
0.777403 0.0882673
0.778494 0.0861845
0.778105 0.0844383
0.777777 0.0827901
0.779355 0.0809714
0.779773 0.0794147
0.778693 0.0781256
0.777514 0.0769156
0.777677 0.0756128
0.778163 0.0743324
0.777362 0.073261
0.77727 0.0721613
0.777987 0.0710137
0.777984 0.0699993
0.777597 0.0690692
0.778161 0.0680711
0.778465 0.0671415
0.779216 0.0661954
0.778935 0.0653975
0.778787 0.0646155
0.778646 0.0638609
0.778186 0.0631639
0.778178 0.0624471
0.779191 0.0616434
0.779616 0.0609298
0.779234 0.0603184
0.77834 0.0597707
0.778607 0.059135
0.778013 0.0585975
0.779235 0.0578955
0.779667 0.0572974
0.779797 0.0567454
0.778471 0.0563268
0.778469 0.0558159
0.779318 0.0552354
0.779147 0.0547668
0.779483 0.0542648
0.779029 0.0538439
0.778929 0.0534047
0.77896 0.0529651
0.779204 0.0525174
0.779264 0.0520963
0.778942 0.0517162
0.779139 0.0513023
0.778132 0.0509878
0.778566 0.0505708
0.778046 0.0502394
0.778318 0.0498536
0.778331 0.0494972
0.779075 0.0490844
0.779295 0.0487264
0.778604 0.0484431
0.777948 0.0481635
0.778304 0.0478144
0.778818 0.0474582
0.779053 0.0471323
0.778658 0.0468596
0.778573 0.0465703
0.778311 0.046299
0.778006 0.0460358
0.778433 0.0457222
0.778612 0.045434
0.77904 0.0451309
0.778684 0.0448908
0.778382 0.0446516
0.778589 0.0443803
0.778512 0.0441344
0.778277 0.0439033
0.778039 0.0436763
0.77887 0.0433705
0.778279 0.043173
0.778676 0.0429122
0.778736 0.0426806
0.778344 0.042482
0.778613 0.0422422
0.77834 0.0420429
0.778342 0.0418291
0.778357 0.0416175
