0	0.00255136	0
1000	0.000700774	0.00185061
2000	0.000643554	0.00107006
3000	0.000763203	0.000766123
4000	-7.67385e-05	0.00102848
5000	-0.000360933	0.000886506
6000	-0.000525815	0.00076714
7000	-0.000296732	0.000702826
8000	-0.000545529	0.00066793
9000	-0.000268583	0.00065843
10000	-0.000131321	0.000611185
11000	-0.000133758	0.000557975
12000	-0.00011461	0.000513549
13000	-0.000346025	0.00052882
14000	0.000112193	0.000672538
15000	0.00029658	0.000655595
16000	0.000307108	0.00061589
17000	0.000296722	0.000580782
18000	0.000254097	0.000551023
19000	0.000132384	0.000536684
20000	0.000157612	0.000511049
21000	0.000221464	0.000491448
22000	0.000261019	0.000471265
23000	-1.282e-05	0.000527798
24000	-1.52787e-05	0.000506212
25000	6.35783e-07	0.000486611
26000	0.000116045	0.000482246
27000	7.30405e-06	0.000477202
28000	7.5827e-05	0.000465513
29000	0.000142361	0.000454608
30000	0.000176939	0.000441082
31000	0.000166657	0.000427168
32000	0.000255855	0.000423505
33000	0.00024529	0.000411019
34000	0.000294479	0.000402089
35000	0.000274504	0.000391282
36000	0.000373478	0.000393203
37000	0.000376771	0.000382741
38000	0.000423985	0.000375738
39000	0.000318023	0.000381243
40000	0.000161799	0.000403301
41000	7.41656e-05	0.000403209
42000	0.000118035	0.000396141
43000	0.000155735	0.000388892
44000	2.45819e-05	0.000402102
45000	9.15925e-06	0.000393556
46000	-6.3618e-05	0.00039193
47000	2.93056e-06	0.000389383
48000	6.73632e-05	0.000386788
49000	3.64582e-05	0.000380195
50000	3.9878e-05	0.000372662
51000	7.18335e-05	0.000366806
52000	6.6782e-05	0.000359875
53000	7.46051e-05	0.000353266
54000	0.000127564	0.000350796
55000	0.000117625	0.000344639
56000	0.000117662	0.000338536
57000	0.000123161	0.000332695
58000	9.84098e-05	0.00032794
59000	0.000117699	0.000322994
60000	0.000101122	0.000318116
61000	8.86718e-05	0.000313204
62000	6.44426e-05	0.000309129
63000	6.54707e-05	0.000304266
64000	0.000175113	0.000318986
65000	0.000179748	0.000314146
66000	0.00015794	0.000310194
67000	0.000150385	0.000305661
68000	0.000158268	0.000301327
69000	0.000137011	0.000297739
70000	0.000105153	0.000295235
71000	0.000161315	0.000296481
72000	0.000159177	0.000292373
73000	0.00019032	0.0002901
74000	0.000181417	0.000286323
75000	0.000190156	0.000282678
76000	0.000180828	0.000279117
77000	0.000144998	0.000277866
78000	0.000115747	0.000275881
79000	0.000103707	0.000272664
80000	0.000100161	0.000269326
81000	9.78733e-05	0.000266039
82000	9.15627e-05	0.000262885
83000	7.49851e-05	0.000260245
84000	9.95348e-05	0.000258339
85000	9.56456e-05	0.000255345
86000	2.20637e-05	0.000262885
87000	-7.94729e-06	0.000261607
88000	-1.35799e-05	0.000258707
89000	-5.23751e-05	0.000258738
90000	-6.36404e-05	0.000256129
91000	-5.61078e-05	0.000253429
92000	-9.38525e-05	0.000253531
93000	-6.87813e-05	0.000252049
94000	-2.80415e-05	0.000252704
95000	5.51591e-06	0.000252275
96000	-5.09371e-06	0.000249876
97000	-8.84881e-06	0.000247345
98000	-1.27529e-05	0.000244871
99000	-5.70019e-05	0.000246403
