0 -0.444484 0
1 -0.452601 0.00811712
2 -0.452308 0.00469558
3 -0.453404 0.00349654
4 -0.451368 0.00338849
5 -0.451087 0.00278093
6 -0.448107 0.00379517
7 -0.447477 0.00334655
8 -0.446666 0.00306077
9 -0.447093 0.00277076
10 -0.445435 0.00300532
11 -0.444911 0.00279304
12 -0.444507 0.00260077
13 -0.445238 0.00251643
14 -0.444365 0.00250024
15 -0.444283 0.00234019
16 -0.444393 0.00220098
17 -0.443815 0.00215392
18 -0.443511 0.00205997
19 -0.442581 0.00216429
20 -0.442487 0.00206082
21 -0.442816 0.00199231
22 -0.443326 0.00197079
23 -0.442999 0.00191487
24 -0.442925 0.00183818
25 -0.442648 0.00178763
26 -0.442311 0.00175299
27 -0.442376 0.00169049
28 -0.442114 0.00165199
29 -0.442593 0.0016663
30 -0.442327 0.00163352
31 -0.442728 0.00163178
32 -0.442513 0.00159616
33 -0.442478 0.00154889
34 -0.442393 0.0015064
35 -0.442349 0.0014646
36 -0.44233 0.0014246
37 -0.4424 0.00138838
38 -0.442515 0.00135714
39 -0.442544 0.00132309
40 -0.442286 0.0013159
41 -0.442519 0.00130513
42 -0.442699 0.00128714
43 -0.442359 0.00130268
44 -0.442295 0.001275
45 -0.442579 0.00127886
46 -0.442477 0.00125553
47 -0.442767 0.00126302
48 -0.442739 0.0012373
49 -0.442597 0.00122065
50 -0.442484 0.00120173
51 -0.442627 0.001187
52 -0.442602 0.00116466
53 -0.44244 0.00115437
54 -0.442272 0.00114557
55 -0.442224 0.00112594
56 -0.442122 0.0011107
57 -0.442318 0.00110887
58 -0.442399 0.00109293
59 -0.442481 0.00107765
60 -0.442429 0.00106108
61 -0.442518 0.00104759
62 -0.442676 0.0010428
63 -0.442825 0.00103719
64 -0.442932 0.00102673
65 -0.44312 0.0010284
66 -0.443248 0.00102095
67 -0.443221 0.00100617
68 -0.443341 0.000998631
69 -0.443411 0.000986799
70 -0.443361 0.000974085
71 -0.443451 0.000964607
72 -0.443665 0.000975221
73 -0.443615 0.000963268
74 -0.443759 0.000961248
75 -0.44372 0.000949332
76 -0.443741 0.00093716
77 -0.443727 0.000925175
78 -0.443794 0.000915838
79 -0.443774 0.000904543
80 -0.443688 0.000897455
81 -0.443653 0.000887105
82 -0.443669 0.000876499
83 -0.443685 0.000866134
84 -0.44371 0.000856277
85 -0.443793 0.000850258
86 -0.443842 0.000841871
87 -0.443891 0.000833705
88 -0.443763 0.000834278
89 -0.443764 0.000824957
90 -0.443778 0.000815965
91 -0.443883 0.000813866
92 -0.443977 0.000810553
93 -0.443945 0.000802539
94 -0.443948 0.000794051
95 -0.444065 0.000794401
96 -0.444055 0.00078623
97 -0.444185 0.00078891
98 -0.444206 0.000781181
99 -0.444187 0.000773558
