1.32704 0
1.35232 0.690721
1.3752 0.508647
1.36277 0.406589
1.37078 0.356992
1.37573 0.321958
1.36895 0.290555
1.37389 0.271276
1.36935 0.2518
1.37804 0.241049
1.37824 0.228715
1.37899 0.218318
1.38613 0.211614
1.38749 0.203744
1.38057 0.194193
1.37931 0.187191
1.37962 0.181315
1.38131 0.176385
1.38271 0.171803
1.38359 0.167451
1.38499 0.163581
1.38564 0.159799
1.38686 0.156433
1.3872 0.153068
1.3865 0.149665
1.38688 0.146725
1.38708 0.143913
1.38797 0.141425
1.38633 0.138506
1.38661 0.136153
1.38616 0.133761
1.38598 0.131541
1.38716 0.129721
1.38628 0.127554
1.38441 0.125285
1.3834 0.123275
1.38527 0.121937
1.38748 0.120735
1.38861 0.119356
1.38773 0.117644
1.38868 0.116346
1.38948 0.115067
1.38666 0.113194
1.38619 0.111781
1.3886 0.110963
1.38998 0.109975
1.38871 0.10855
1.38765 0.107204
1.38642 0.105869
1.38773 0.105013
1.38865 0.104115
1.38768 0.102925
1.38895 0.102148
1.38877 0.101146
1.38953 0.100329
1.38893 0.0993123
1.38904 0.0984362
1.39015 0.0977496
1.38955 0.0968065
1.38882 0.0958668
1.38998 0.0952495
1.38974 0.0944251
1.38849 0.0934744
1.38839 0.092711
1.3891 0.0920909
1.38949 0.0914357
1.38937 0.0907209
1.38788 0.0898311
1.38818 0.0892101
1.38939 0.0887416
1.3901 0.0882081
1.38901 0.0874335
1.38952 0.0868956
1.38945 0.0862855
1.3886 0.0855834
1.38965 0.0851603
1.38987 0.0846264
1.38954 0.084028
1.38897 0.0834095
1.38875 0.0828477
1.38867 0.0823157
1.38905 0.0818554
1.38986 0.0814652
1.38941 0.0809119
1.38959 0.0804511
1.39025 0.0800635
1.38884 0.0794236
1.38861 0.0789344
1.38799 0.0784058
1.38877 0.0780654
1.38811 0.0775477
1.38835 0.0771488
1.39016 0.0769761
1.38962 0.0764932
1.38911 0.0760213
1.38865 0.0755623
1.38883 0.0751881
1.38805 0.0747063
1.38784 0.0742977
1.3876 0.0738905
