2.5 175.397
2.5 175.397
2.5 162.748
2.5 162.748
2.5 162.864
2.5 150.146
2.5 147.041
2.5 144.451
2.5 144.451
2.5 144.451
2.5 144.576
2.5 143.449
2.5 143.449
2.5 136.776
2.5 136.776
2.5 137.711
2.5 137.711
2.5 133.018
2.5 132.585
2.5 132.585
2.5 132.585
2.5 132.585
2.5 132.325
2.5 129.566
2.5 129.566
2.5 128.841
2.5 126.065
2.5 120.029
2.5 123.126
2.5 121.807
2.5 121.807
2.5 117.916
2.5 115.815
2.5 115.815
2.5 113.259
2.5 113.141
2.5 111.388
2.5 109.443
2.5 109.443
2.5 109.443
2.5 116.294
2.5 116.294
2.5 116.294
2.5 110.453
2.5 110.453
2.5 110.537
2.5 110.537
2.5 110.537
2.5 110.537
2.5 110.537
2.5 108.162
2.5 108.162
2.5 108.162
2.5 108.162
2.5 108.162
2.5 108.162
2.5 108.162
2.5 109.268
2.5 110.297
2.5 109.014
2.5 109.299
2.5 109.299
2.5 109.299
2.5 107.547
2.5 107.547
2.5 106.767
2.5 104.012
2.5 97.3697
2.5 97.2904
2.5 97.2904
2.5 97.2904
2.5 97.2904
2.5 90.462
2.5 93.3792
2.5 90.0321
2.5 87.1149
2.5 87.1149
2.5 87.1149
2.5 87.1149
2.5 87.096
2.5 87.1149
2.5 87.1149
2.5 87.1149
2.5 87.1149
2.5 86.0859
2.5 82.6601
2.5 83.2683
2.5 83.2683
2.5 83.2683
2.5 83.2683
2.5 82.3608
2.5 82.3608
2.5 82.3608
2.5 84.0666
2.5 84.0666
2.5 85.8196
2.5 85.214
2.5 85.214
2.5 85.214
2.5 85.214
2.5 85.214
2.5 83.5818
2.5 83.5621
2.5 83.5621
2.5 85.4948
2.5 85.4948
2.5 85.4948
2.5 85.4948
2.5 85.4948
2.5 85.4948
2.5 86.046
2.5 83.5432
2.5 83.5432
2.5 83.5432
2.5 81.0718
2.5 81.0718
2.5 81.0718
2.5 80.2594
2.5 80.2594
2.5 80.2594
2.5 80.2594
2.5 81.0718
2.5 80.4636
2.5 80.4636
2.5 80.3339
2.5 80.3339
2.5 79.1225
2.5 80.3339
2.5 81.5749
2.5 81.5749
2.5 81.5749
2.5 81.5749
2.5 81.5749
2.5 81.5749
2.5 82.2247
2.5 86.6013
2.5 86.6428
2.5 86.6428
2.5 87.873
2.5 86.2881
2.5 86.2881
2.5 86.2881
2.5 86.2881
2.5 86.2881
2.5 85.7634
2.5 85.5265
2.5 85.5265
2.5 85.5265
2.5 85.8743
2.5 83.9181
2.5 83.9181
2.5 83.9181
2.5 83.9181
2.5 83.9181
2.5 83.9181
2.5 83.9181
2.5 83.9181
2.5 83.9181
2.5 84.2042
2.5 84.2042
2.5 84.2042
2.5 84.2042
2.5 84.2042
2.5 84.2042
2.5 81.5334
2.5 81.5334
2.5 85.162
2.5 85.162
2.5 85.162
2.5 85.162
2.5 85.162
2.5 87.3965
2.5 87.3965
2.5 87.3965
2.5 91.6895
2.5 91.6895
2.5 91.6895
2.5 93.0374
2.5 97.0447
2.5 93.0374
2.5 92.9197
2.5 91.3706
2.5 91.3706
2.5 90.6369
2.5 90.6369
2.5 90.6369
2.5 90.8967
2.5 90.6287
2.5 89.8575
2.5 89.8575
2.5 89.8575
2.5 89.8575
2.5 93.0268
2.5 85.7496
2.5 80.6343
2.5 80.3513
2.5 82.8379
2.5 79.9697
2.5 79.9697
2.5 79.8856
2.5 81.6945
2.5 83.1907
2.5 83.5486
2.5 83.5486
2.5 80.3435
2.5 80.3435
2.5 80.3435
2.5 80.3435
2.5 80.3435
2.5 81.1425
2.5 81.1425
2.5 82.5957
2.5 84.4864
2.5 84.6023
2.5 84.6023
2.5 84.6023
