-5.52358 0
-5.52354 6.00275
-5.52356 4.2446
-5.52415 3.46604
-5.52406 3.00164
-5.52377 2.68462
-5.52402 2.45081
-5.52405 2.26902
-5.52378 2.12238
-5.52377 2.00099
-5.52391 1.89836
-5.52391 1.81001
-5.52397 1.73297
-5.52387 1.66496
-5.52383 1.60438
-5.52385 1.54998
-5.52382 1.50076
-5.52392 1.45597
-5.52386 1.41494
-5.52387 1.3772
-5.52393 1.34234
-5.52385 1.30998
-5.52375 1.27984
-5.52371 1.2517
-5.5237 1.22534
-5.52376 1.20059
-5.52386 1.1773
-5.52379 1.15528
-5.52372 1.13445
-5.52378 1.11473
-5.52383 1.096
-5.52381 1.07818
-5.52371 1.06118
-5.5237 1.04497
-5.5237 1.02949
-5.52369 1.01468
-5.52363 1.00047
-5.52367 0.986868
-5.52369 0.9738
-5.5237 0.961236
-5.5237 0.949144
-5.52366 0.937491
-5.5236 0.926254
-5.52357 0.915416
-5.52354 0.904949
-5.52359 0.894845
-5.52363 0.885071
-5.52358 0.875598
-5.52356 0.866426
-5.52356 0.857538
-5.52359 0.848924
-5.52362 0.840565
-5.52364 0.832446
-5.52369 0.824562
-5.52366 0.816888
-5.52365 0.809426
-5.52368 0.802171
-5.52373 0.795109
-5.52377 0.78823
-5.52377 0.781522
-5.52376 0.774981
-5.52374 0.7686
-5.5237 0.762371
-5.52367 0.756292
-5.52363 0.750355
-5.52362 0.744559
-5.52361 0.738897
-5.52359 0.73336
-5.52357 0.727944
-5.52356 0.722648
-5.52352 0.717464
-5.52355 0.712396
-5.52354 0.707431
-5.52353 0.702568
-5.52351 0.697803
-5.52357 0.693141
-5.52358 0.688567
-5.5236 0.684084
-5.52361 0.679686
-5.52363 0.675372
-5.52364 0.671139
-5.52365 0.666984
-5.5236 0.6629
-5.5236 0.658894
-5.52362 0.654963
-5.52363 0.6511
-5.52361 0.647301
-5.52361 0.64357
-5.52361 0.639903
-5.52363 0.6363
-5.52364 0.632756
-5.52365 0.629271
-5.52365 0.625842
-5.52366 0.622469
-5.52368 0.619151
-5.52365 0.615881
-5.52363 0.612662
-5.52362 0.609496
-5.5236 0.606376
-5.5236 0.603305
