0.5 0.4 0.166539 0.00407626
0.5 0.46 -0.0177252 0.00251038
0.5 0.52 -0.103158 0.00192252
0.5 0.58 -0.15815 0.00165554
0.5 0.64 -0.199728 0.00167444
0.5 0.7 -0.237761 0.00173083
0.5 0.76 -0.263428 0.00187507
0.5 0.82 -0.280034 0.00200705
0.5 0.88 -0.273496 0.00226258
0.5 0.94 -0.251142 0.00315552
0.55 0.4 0.158101 0.00477486
0.55 0.46 -0.0827729 0.00259811
0.55 0.52 -0.185398 0.00182834
0.55 0.58 -0.230892 0.00148467
0.55 0.64 -0.265397 0.001786
0.55 0.7 -0.283749 0.00133622
0.55 0.76 -0.296889 0.00180965
0.55 0.82 -0.287937 0.00211947
0.55 0.88 -0.27577 0.0027165
0.55 0.94 -0.232402 0.00358522
0.6 0.4 0.173497 0.00460639
0.6 0.46 -0.125678 0.00282092
0.6 0.52 -0.251963 0.00197257
0.6 0.58 -0.299788 0.00123257
0.6 0.64 -0.322191 0.00126796
0.6 0.7 -0.325695 0.00155067
0.6 0.76 -0.326456 0.00171423
0.6 0.82 -0.306087 0.00222813
0.6 0.88 -0.267813 0.00281797
0.6 0.94 -0.220108 0.00379617
0.65 0.4 0.20522 0.00533972
0.65 0.46 -0.141172 0.0032879
0.65 0.52 -0.301728 0.00163499
0.65 0.58 -0.355693 0.00127868
0.65 0.64 -0.370548 0.0011901
0.65 0.7 -0.36417 0.00139855
0.65 0.76 -0.341428 0.00176492
0.65 0.82 -0.309947 0.00238538
0.65 0.88 -0.267021 0.00276397
0.65 0.94 -0.194882 0.00388043
0.7 0.4 0.229361 0.00562823
0.7 0.46 -0.154726 0.00381705
0.7 0.52 -0.332427 0.00195289
0.7 0.58 -0.398961 0.00113572
0.7 0.64 -0.411309 0.000814516
0.7 0.7 -0.390184 0.00107149
0.7 0.76 -0.3528 0.00189071
0.7 0.82 -0.30279 0.00233355
0.7 0.88 -0.239083 0.00353779
0.7 0.94 -0.151075 0.00467098
0.75 0.4 0.268791 0.00499838
0.75 0.46 -0.149819 0.00352153
0.75 0.52 -0.347489 0.00198581
0.75 0.58 -0.424045 0.000916543
0.75 0.64 -0.432329 0.000849025
0.75 0.7 -0.404202 0.00136058
0.75 0.76 -0.357157 0.00228515
0.75 0.82 -0.282205 0.00336876
0.75 0.88 -0.200146 0.00393731
0.75 0.94 -0.10025 0.00462672
0.8 0.4 0.28826 0.00572827
0.8 0.46 -0.125531 0.00341412
0.8 0.52 -0.350541 0.00205229
0.8 0.58 -0.433444 0.00099187
0.8 0.64 -0.440496 0.000916094
0.8 0.7 -0.405955 0.00141665
0.8 0.76 -0.332893 0.00241988
0.8 0.82 -0.245749 0.00373724
0.8 0.88 -0.156435 0.00416321
0.8 0.94 -0.0296604 0.00559627
0.85 0.4 0.297734 0.0056784
0.85 0.46 -0.10453 0.00367335
0.85 0.52 -0.332633 0.00181994
0.85 0.58 -0.423679 0.00113283
0.85 0.64 -0.430652 0.00122021
0.85 0.7 -0.386363 0.00155657
0.85 0.76 -0.309834 0.00287008
0.85 0.82 -0.206911 0.00371358
0.85 0.88 -0.0849983 0.00514753
0.85 0.94 0.0541334 0.00659347
0.9 0.4 0.305963 0.00469142
0.9 0.46 -0.0751875 0.00289086
0.9 0.52 -0.300983 0.00174202
0.9 0.58 -0.3951 0.00120635
0.9 0.64 -0.397669 0.00139474
0.9 0.7 -0.345601 0.00223434
0.9 0.76 -0.251256 0.00320787
0.9 0.82 -0.127484 0.00378063
0.9 0.88 0.00838494 0.00620048
0.9 0.94 0.162821 0.00687523
0.95 0.4 0.316779 0.00464651
0.95 0.46 -0.0440709 0.00316916
0.95 0.52 -0.255758 0.00207037
0.95 0.58 -0.343831 0.0013487
0.95 0.64 -0.341896 0.00157322
0.95 0.7 -0.285489 0.00250144
0.95 0.76 -0.170317 0.00359696
0.95 0.82 -0.0355763 0.00491395
0.95 0.88 0.126306 0.00692292
0.95 0.94 0.317332 0.00823936
